"","mod_name","mod_genes"
"MEtan","MEtan","MT-CO1, SERPINE1, HLA-DQA1, TSC22D3, TSC22D1, FSTL1, CAV1, ATF4, IGFBP4, PTGS1, WWTR1, LAMA5, CH507-42P11.8, SYNPO, DSTN, SIK1, MYL9, NCKAP1, MYLK, DST, MAGED2, EPS8, CRIP2, DPYSL3, CCDC50, PKP4, PHLDB1, XPO1, PMEPA1, JUP, ID3, KIRREL, MYO1C, CDC42BPA, FKBP9, EHD2, ANKRD10, EDIL3, FAM129B, ADAM28, MYO15B, FNBP1L, GSAP, LIMCH1, TM4SF18, RBFOX2, TP53INP2, RAB11A, RAB13, PTP4A3, SUN1, CSNK1E, HIP1R, SVIL, PTPN14, ID1, COBLL1, TSPAN9, GUCY1B3, CD47, TSPAN18, PARP4, NREP, CYTH2, PLEKHA2, C1QTNF1, PLCB4, EPB41L1, PDGFA, PARVA, AP1G2, KIAA1671, ADCY6, TMEM87A, GUCY1A3, LAPTM4B, 4-Sep, 8-Sep, APLN, ARL4A, RBKS, NEDD4, PGRMC2, AGT, COPS8, GNL1, EGFLAM, ZHX3, PTPN2, OCIAD1, BMP1, THBS2, CH17-472G23.4, NR2F2, MAPK13, NBPF8, NBPF9, FDPS, TRIM69, DBN1, LXN, OSBPL9, SEMA5A, AGAP1"
"MEturquoise","MEturquoise","MT-ND4, MT-CO3, HSPA1A, HSPA1B, MT-CO2, MT-CYB, MT-ATP6, HSP90AA1, DNAJB1, HSPA8, HSPH1, MT-ND3, A2M, HSP90AB1, MTATP6P1, MT-ND4L, HSPD1, ENPP2, STC1, EMP1, FLT1, SERPINA1, PDK4, PECAM1, ESM1, DNAJA1, VWF, MT-ATP8, SLC2A3, THBS1, SOCS3, TPT1, PLVAP, ZFP36, JUN, MCL1, APP, C3, ATF3, IL1B, FGG, FGB, TM4SF1, KLF6, CXCL8, PLIN2, DDX3X, MTCO3P12, BAG3, GJA1, IGHG2, IGHA1, SLC38A2, CD59, PPP1R15A, EGR1, FGA, NFKBIA, UBB, MTND1P23, ICAM1, DNAJA4, IGHG3, NAMPT, ADGRF5, YBX3, IL6ST, ABL2, CTGF, JMJD1C, ADAMTS4, EIF1, CD83, MTCO2P12, EIF4G2, CDKN1A, CXCL2, CD93, CCL2, ETS2, ANXA1, CYR61, IER3, DNAJB4, INSR, FOSL2, TGFBR2, KLF4, SQSTM1, ETS1, EIF5, CLK1, TACC1, PNP, CCNL1, KDR, THBD, SFPQ, EIF4A2, BTG1, PFKFB3, GADD45B, TCP1, BHLHE40, DUSP6, ATP1A1, MYADM, BTNL9, JUND, MYC, NR4A3, SDPR, EFNB2, HNRNPU, RANBP2, ADGRL4, DNAJB6, NEDD9, CHORDC1, ADAMTS9, MAT2A, FKBP5, PPP1R15B, F8, APOB, UBE2D3, INSIG1, ANGPT2, CLIC4, ITGA6, DLC1, SEC14L1, HES1, PTPRM, ARHGEF7, RBM39, IRF1, MAFF, ABLIM1, ZNF331, TRIB1, YWHAH, CNN3, TMEM2, NFE2L2, PNRC1, SRSF3, ITGA5, DUSP5, TNFRSF10D, B3GNT5, HSPA7, MTUS1, RND1, VCL, RAPGEF5, HBEGF, PRSS23, IFI16, YWHAZ, AFF4, HSPA4, STIP1, EFNA1, KDM6B, NFKB1, UGCG, NCL, NUFIP2, CCL3L3, NFIL3, HSPA9, ACKR3, GOLGB1, CRIM1, WTAP, ANXA5, FILIP1L, JAK1, TRA2B, WSB1, SERINC1, NUDT4, MAP1LC3B, DLL4, CTNNA1, IL6, ITPKC, LRRC32, ETF1, YWHAG, TUBA1A, AKAP12, AHSA1, CHMP1B, HNRNPK, FERMT2, MMRN1, PEA15, PPIF, MTRNR2L8, SERPINB9, HIPK3, CSDE1, ATP13A3, IL1RL1, RASGEF1B, S1PR1, LDLR, LMCD1, NCOA7, DDX21, EGFL7, ARL5B, SMTN, PELI1, GABARAPL1, CD46, ARID5B, ERG, NASP, SH3BP5, INHBB, RSRC2, SWAP70, TNFRSF10B, HNRNPC, CDC42EP3, FYN, DUSP4, ZC3HAV1, NXF1, CHD1, BZW1, HSP90AA2P, HBP1, SERTAD1, SLC5A3, IGHA2, SLCO2A1, YES1, ELL2, SARAF, XBP1, CXorf36, STAT3, HNRNPA1, TUBB4B, SLC7A5, FAM107A, ADIPOR2, HIPK2, SPAG9, MYH11, C11orf96, NAMPTP1, TJP1, LUZP1, GEM, CD55, KBTBD2, TFPI, PIM3, FUS, SIPA1L2, SLC3A2, LIFR, NRIP1, ATP1B3, ZC3H12A, PAPOLA, SCARB1, NORAD, PPP1CB, CAPZA2, PRDM1, RAPGEF2, MORF4L1, FEM1C, RTN4, FNIP2, RCAN1, RBBP6, RAB7A, ARID5A, MRFAP1, CDK17, BAZ1A, CREM, SERPINB1, WAC, ZC3H11A, C16orf72, ARIH1, TOP1, AKT3, COL8A1, TMTC1, AMD1, HNRNPDL, PTPN12, RPS6KA2, PNRC2, POSTN, TSC22D2, MYLIP, MED13L, RAPGEF3, GLA, CFLAR, CALCOCO2, SHC1, PALLD, BTN3A2, IPO7, SLC2A14, MCF2L, MIR4435-2HG, HIVEP2, HDLBP, RLIM, GPBP1, MBNL2, CTNND1, PPP1R12B, PIK3C2A, FCGBP, PXN, ROCK2, PIGR, F2RL3, CPD, EIF4G1, PRNP, NFKB2, IFITM2, ARF1, DNTTIP2, MATN2, MAP4, YPEL2, ARL6IP1, FNDC3B, GOLGA8B, RORA, FGFR1, ARID4B, OAZ2, LRRC8A, EIF4A3, CHSY1, NUP98, TRAF1, SH3GLB1, RYBP, HNRNPM, TP53BP2, PTP4A1, PLSCR1, TRIM25, UBR4, DEDD2, TAF1D, KCNE3, BCAM, B4GALT1, LY6E, GALNT18, CLDN5, RLF, RBP7, RRBP1, STARD13, CDC37, IGKV3-20, PCF11, JOSD1, SSFA2, USP36, PPP2CA, VCP, SLC25A25, KIAA0040, G0S2, RAP1B, PPFIBP1, MEDAG, PHC2, RPGR, TUBB6, MPZL2, PPM1D, AZIN1, SEMA6B, CCDC91, SPTLC2, UPP1, BCAP31, CNBP, TRAM1, YTHDC1, TM9SF3, TXNRD1, GOLGA8A, RAC1, CSNK1D, PINK1, KCNJ2, CCT5, CCT6A, DDX24, PTPN1, NTN4, MGLL, RHOJ, MAP2K3, HECTD1, CEBPB, RB1CC1, SEMA3G, MED13, NOLC1, IL4R, HSPA1L, MAPKAPK2, NDEL1, ABCG1, CAST, CSRP1, PNPLA8, FAM53C, PPP2CB, PCBP1, GSTK1, KPNA4, ARF4, IGLV2-14, ID2, DHX15, C8orf4, ARHGAP5, FAM213A, ASXL1, USP12, BACH1, SULF1, ILF3, PDLIM5, DCUN1D3, EIF2AK3, DNM2, MKNK2, PKIG, EIF4H, ZNF267, SET, SOX7, MAFK, IL1R1, VAPA, DENND5A, BCL6, RNF122, CBLB, JMJD6, LPCAT1, SH3BGRL2, PITPNC1, H1FX, C4orf32, AMPD2, TARS, ELOVL5, OTUD4, MECOM, PHACTR1, ST6GALNAC3, BIRC2, PTBP1, RBBP8, RP11-144L1.8, PCBP2, ARL15, TPR, NECTIN2, SOCS2, GPR4, IL1A, GABRE, GGT5, CDC42EP4, NPTN, SEC62, CRY1, MAPRE1, ACTN1, CRK, DENND4A, FAM214A, HSF4, ADAM10, RAB5A, TEAD1, G3BP1, CCNI, LIMA1, IGKV1-5, CXCL13, FAM107B, ANKS1A, HNRNPH3, NOP58, CITED2, MXD4, RAI14, RAMP3, SIRT1, ARFGAP3, RBMX, CREB5, COPA, ITGB5, MAP3K6, ARPP19, RBMS2, H19, TUBA4A, ITGA9, IFI44, SLK, SNX3, CREBRF, TMOD3, CCNT1, MKLN1, PLK3, MYO1E, NOSTRIN, H2AFZ, CLIC2, UBA1, EPHA2, SMC4, SGMS2, HIPK1, MTRNR2L1, EIF3C, MTCH1, PXDC1, SURF4, NAA50, TNPO1, SLC25A44, IFNAR1, TMEM47, TNC, EIF3CL, AFF1, CSNK1A1, AHCTF1, TBC1D8, TGFBR3, CEBPD, PABPC4, 6-Mar, ABCG2, PHF10, HSP90AB3P, RAB21, CCRL2, IST1, IDI1, PTPN11, SNAI1, TBC1D15, UBQLN1, FOXO3, BCL3, INTS6, RILPL2, ANKRD28, PDGFB, CAMSAP2, HSPD1P1, LINC00152, KLHL15, EPRS, CLMN, YAP1, DIS3, ZNF207, RALB, RAB1A, KLF3, SERBP1, TRIM28, STX3, RRP12, DYNC1LI2, TGIF1, THSD7A, REV3L, EPB41L4A, EPHX1, PPP1CC, SAMD4A, FNBP4, RNF145, KLHL5, ASPH, IGHV3-23, NOP56, YME1L1, IFITM1, SRSF10, TRIO, PPP4R1, KLHL21, TRA2A, MYCT1, KHK, PITPNB, CCDC47, SERPINB6, USPL1, MAST4, CDC27, MICAL2, SPRED2, TNFRSF1A, IDO1, PPP1R10, SNRNP70, MAGT1, PAPSS2, LRCH1, PPARD, PDZD2, FOXO1, SMARCA5, CLDND1, CCNYL1, SDE2, USP13, TMEM165, SOX17, LATS2, DYRK1A, SLC22A23, PAFAH1B1, USP53, SPSB1, SLC41A1, MALT1, SNTB2, EOGT, CYCS, CNN1, TMED5, ZBTB21, PSMC6, NUDT16, BOC, BRAF, NONO, KIAA1217, SYNPO2, RNF10, IGLV2-8, IPO11, ANKRD50, PYGB, FOSL1, FBXO11, PVR, LYVE1, FGD4, PPRC1, CREB3L2, PCAT19, NDUFS2, STMN1, RALGAPA2, GPRC5B, SLC1A5, SLC16A10, MTRF1L, CCDC117, UBBP4, RNF103, PUM1, AHR, TIFA, VAMP3, STX16, GSPT1, USP47, IRAK2, EIF1AX, SYPL1, SENP6, CCNG1, TMEM50A, THAP9-AS1, ILK, NSUN5P1, LINC00641, ACACB, CCDC14, NOCT, ISG20, UFM1, SEC24A, KLF11, PHACTR2, SIK2, FAM84A, SLC39A7, SLC45A4, ATP11B, RNF11, UBE2B, MAFG, C2CD4B, MAPRE2, PAF1, PDLIM3, MCMBP, ELF2, SECISBP2L, DUSP16, SLC16A12, STK39, EIF2S1, SPTY2D1, ZRANB1, TANK, COQ10B, FAM43A, HHEX, FYTTD1, PDS5A, UBR1, DDAH1, CDKN2AIP, TAX1BP1, AC005154.6, ATN1, FRMD8, KDM5C, REN, ZNF24, AKIRIN1, KIF1B, RNF19B, IGKV1D-13, HMGCS1, MFAP3, CADPS2, CCNY, PPP3CA, CEBPZ, SELK, CEACAM1, PBXIP1, SAP30BP, CTB-89H12.4, CNOT2, KLHL24, MTR, HDAC6, HNRNPA0, ZMAT1, DPYSL2, LRIF1, SMURF2, PRPF40A, POMP, GTF3A, SYNM, APOD, SRA1, PPP6R3, RAB11FIP3, GNL3, OXSR1, UBAP1, HNF4A, BCAR1, FHL5, HNRNPAB, RABGAP1, HEY1, SRSF4, AKTIP, GTPBP1, RBM12, UNC13B, IL1RAP, RGPD5, IMPAD1, CNST, ATP2C1, GNAI3, OASL, SLC6A3, SBF2, RIOK3, CD200, SHOC2, CSRP2, PPP4R3B, ADAMTS5, PPP2R2A, UBXN4, ALDH3A2, AASS, DYNLL2, HABP2, RNF115, LRP10, EXT2, MYO9A, NUP58, CCR7, C11orf58, SEPHS2, B3GNT2, SPRY2, RPS2P5, GFRA1, SRF, PHYKPL, ITGA10, LINC01127, SPG20, RHOU, OSBPL1A, ENAH, LRRC59, RNF4, SOCS5, NEDD4L, HIVEP1, RRN3, DDX60, CA4, CTR9, MID1, RPL36AL, CUL3, SH3D19, MEPCE, ANKZF1, PKHD1, PSMD12, PGM2L1, THAP2, CRY2, SAV1, RAD23B, ZNF644, ANKRD13A, PAIP2, CDC42EP2, SCML1, ALDH1L1, ABL1, U2AF1, SESTD1, LIMK2, U2AF1L5, MAP2K1, LINC01235, ZBTB10, PHF1, MFSD14A, GYPC, KLRB1, MGAM, ZHX1, EIF3J, ZNF281, PDE1C, MMP1, KCTD10, RBM22, CNTNAP3B, LSM14A, FOLH1, RBM17, SAFB, SEC23A, FCER1A, KIAA0232, AGAP3, HELZ2, PPP2R1B, C14orf166, METAP2, BAIAP2, ARC, SNRPB, RIT1, SERTAD2, LUC7L, CTTNBP2NL, ICAM4, TARDBP, CEBPG, ST3GAL4, USP38, KPNA2, CPNE8, EPC2, IGLV3-25, SZRD1, MSX1, ATP5L, EIF4E, SLC30A7, CHP1, TMEM150C, MAPK6, FRMD4B, ATF2, SERPINI1, ACE2, TOPORS, PLSCR4, ARMCX3, FCN3, RBMS3, CTSK, SAMD8, BCR, LMBR1, VEGFC, STX11, ITGB2-AS1, BAG6, CLINT1, IGHV3-21, MARS, IFIT1, MTMR2, LBP, SAFB2, SLC25A39, RASIP1, ABCB1, PLD1, SLC5A1, IGLV3-1, PCNP, CDKN2B, RBM8A, TPST2, MAN2C1, RMND5A, MCM4, MEG3, RELA, PPP1R2, ATP11C, KDSR, CD99, BCL10, WDR47, NADSYN1, CHMP3, TICAM1, ADSSL1, GLO1, DDX18, EIF3L, TMCO3, KBTBD8, CHKA, AGFG2, PAN2, PSMD11, SKAP1, RNF144A, SCGN, PRMT2, TXNL1, TWISTNB, CHIC2, ZC3H12C, KIAA1549, ENOSF1, FAM177A1, MAZ, MIR222HG, NQO1, CALCOCO1, ABCF1, CYP4F3, TJP2, GRIN2A, KHDRBS1, PPP4R2, KLHL18, DIDO1, LONP2, FOXC1, CWC25, SLU7, RALA, CUL4B, KCNJ8, VEZF1, OSBP, FBLN2, SUMO1, NEK7, UVRAG, ZBTB11, TSPAN33, ARL13B, MAPK8, RELB, CSRNP2, VWFP1, TMF1, PML, BAX, KRT7, STIM1, SELE, RNPS1, TACC2, RFK, GRPEL1, BCAS2, SSB, TMEM70, ANKRD36, UBA6, FAM126A, IGHV5-51, PIGA, HSPA13, IPO5, SRP72, CD1D, ENGASE, TTC28, ANK3, KNTC1, KCMF1, STARD8, MT1G, INPP1, OTULIN, TCERG1, CBX5, UBE2N, LONRF1, CLEC4E, MMADHC, RSF1, FBXL3, PIK3CA, UBE3A, OAT, REEP3, SYNJ2, EIF1B, CTDSPL, TOX4, IRF7, MCM6, PSMC1, SMOX, ATP6V1D, PCGF2"
"MEmidnightblue","MEmidnightblue","MT-RNR2, HLA-B, HLA-DRB1, CTSD, CTSZ, HLA-C, TUBA1B, ERRFI1, CAPG, NFKBIZ, GPX1, PFN1, CD81, CST3, TYMP, OAZ1, PRDX1, DAB2, SH3BGRL3, SIRPA, CSTB, ARPC1B, ARPC3, KIAA0930, GAA, LAP3, HEXA, CYBA, HLA-H, CAPZB, CCNL2, IFNGR2, TCN2, GRINA, VAMP8, MARCO, PDE4DIP, C2, HADHA, TMBIM1, DPP7, GSTO1, PDXK, PDE4D, ATP6V0B, DRAM2, IRAK1, RNH1, GDI2, PLBD2, ANXA11, BRI3, CNPY3, PPP1CA, SNX5, BLVRB, NCSTN, LIMK1, ANP32A, NARS, HN1, FAM26F, SPG21, OGDH, SLC38A10, STX4, GBA, AGPAT3, PNKD, ATF5, CMTM3, SRC, SNX17, STXBP2, PEPD, GDE1, TOM1, KCNQ1OT1, BLVRA, WSB2, LAMTOR1, IL10RB, APEH, RENBP, CS, EPN1, IL4I1"
"MEpink","MEpink","MT-ND2, MT-ND1, MT-ND5, MTND2P28, NNMT, PTPRC, BIRC3, ITM2B, CCL4, HSPA5, CLDN4, VMP1, IL7R, ZFP36L2, KIAA1551, PROS1, WIPF1, ADM, SLA, NLRC5, DOCK8, AKNA, ADAR, RND3, ITGAV, SLAMF7, STK17B, PARP14, ARHGEF1, CYB5R3, GPRIN3, SLC17A3, ANXA6, CXCL1, ELF3, TAF7, ATP5B, SMAP2, LYST, LIF, CELF2, VPS13C, GRK2, TAGAP, NBEAL2, RBL2, ADIRF, 9-Sep, MLLT6, ITGA4, GBP4, OAS2, ARHGEF6, FNBP1, DIAPH1, SUN2, AIM1, SOX9, ATP2A3, RBPMS, RPL14, PIK3IP1, EML4, ERO1A, TSPAN12, GADD45A, ARAP2, SEC61A1, SLC47A1, CYTIP, CD48, RBPJ, PTK2B, TCEAL9, FAM134B, STK4, FAM111A, RUNX3, BNIP3L, KLRD1, PCSK7, CLDN1, LARP1, PIM1, SAMD9, TMEM27, SPN, ARF6, COL23A1, SP100, CDC42SE2, DDX60L, RIPK2, CSF1, ST6GAL1, SH3KBP1, VASN, PIP4K2A, NFKBIE, HPCAL1, PRKDC, PRKCB, AHCYL1, ADAM19, LPIN2, TRANK1, DNMT1, MT-ND6, KIF21B, DOCK11, UHMK1, CCDC69, IFI6, NOX4, MX2, ATP8B2, PTGER3, SELL, PKD2, INPP4A, DMTF1, CHST11, SBF1, PARP15, DNAJC13, XPO6, HNRNPUL1, SGCB, MTDH, RBP4, RNF166, DTX3L, MXI1, NRDC, SAP18, GDF15, ATP8A1, TRRAP, LNPEP, GMFG, SIPA1, AIF1L, STAT4, UGGT1, MIR155HG, RIPK4, GPRC5C, TAP2, ANKRD37, CTC1, BEX3, PHC3, SLC7A6, NDNF, SHISA5, LTBP3, RHOBTB1, SMARCA1, PCK1, BIRC7, PNPLA2, UQCRC2, LRPPRC, CKB, MAT2B, WDR19, FAM53B, DOC2A, DIXDC1, SNX33, KANSL1L, PARP12, HCP5, LPGAT1, ATF7IP, RAB3IP, PDPR, AFG3L2, GRK6, TAF15, SST, SLC43A3, TNFRSF21, DHX40, IRF4, BTG3, VPS39, PRKX, PDE3B, GBA3, UBTF, SEC31B, GPC4, STK38, TRAF4, EBLN3, ORMDL1, SEC24C, KAT2A, TIA1, EMD, ZNF436, LGR4, IRAK4, VAMP2, CBFB, CD226, SYF2, GCN1"
"MEbrown","MEbrown","FTL, CD74, PSAP, HLA-DRA, CTSB, B2M, MT-RNR1, LYZ, HLA-DPA1, ACTB, GLUL, GPNMB, LIPA, TMSB4X, APOE, FN1, HMOX1, DUSP1, HLA-DPB1, LAPTM5, CD163, C1QB, CTSS, LCP1, C1QA, FCGR3A, CYBB, FUCA1, GRN, H3F3B, C1QC, STAB1, ITGB2, LGMN, VCAN, ACTG1, SEPP1, APOC1, CTSL, CCL3, NEAT1, LRP1, IGFBP1, CD14, F13A1, SLCO2B1, ASAH1, SAMHD1, TPP1, TNFAIP2, CSF1R, MSR1, GM2A, CECR1, ANGPTL4, CTSC, MS4A6A, ACP5, HLA-DMA, CHIT1, SLC40A1, HLA-DMB, ARHGDIB, PLD3, CREG1, LOX, FCGR2A, NPC2, EZR, MPEG1, ENPEP, PPT1, LITAF, COTL1, PLEK, CD84, MS4A7, VSIG4, CD4, ALDH1A1, TYROBP, CPVL, FGL2, SDC3, CXCL9, CD53, SLC39A14, FCER1G, CIITA, FPR3, NCKAP1L, HLA-DOA, GNS, IL10RA, CFL1, NCOA4, NPL, C5AR1, HCLS1, SORL1, SLC11A1, FCGRT, FCGR2C, CTSH, LHFPL2, CCL18, KCTD12, LAIR1, CFH, MYO9B, MARCKS, S100A9, FYB, PLXDC2, MXRA7, MAFB, MT2A, CCL20, MFSD1, FCN1, ARPC2, CAP1, UCP2, H2AFY, CYFIP1, YBX1, MRC1, LSP1, LTA4H, MYO1F, DOCK2, PLCB2, HEXB, ARRB2, ARHGAP30, TLR2, PARVG, LGALS3, DMXL2, AP1B1, AIF1, PLXNC1, GRB2, SIGLEC1, CSF3R, CXCL16, C1orf162, SCPEP1, ADCY7, NCF2, ARAP1, CLEC5A, CLEC7A, FCGR2B, JAML, GBP1, CYP27A1, RNF130, MAN2B1, ARPC5, IDH1, ATP6AP2, M6PR, FGR, SDS, PTAFR, ZYX, KCNAB2, FPR1, PIK3AP1, SLC37A2, SCARB2, SYK, LAMP2, ITGAM, C3AR1, CLTC, PAM, TGOLN2, EIF4B, LILRB4, THEMIS2, FMNL1, FMNL2, NAGK, HLA-DQA2, PREX2, DNASE2, CCDC88A, TTYH3, PGD, SLAMF8, EIF3E, BMP2K, MNDA, EMILIN2, FAM49B, ABCC5, HAVCR2, HCK, PTPN6, LYN, PLA2G7, GGA2, SLC1A3, TKT, MPP1, CMKLR1, TCIRG1, AOAH, RAP2B, NINJ1, SNHG5, TREM2, CCR1, DSE, DAZAP2, WDR1, CD52, COLGALT1, EVI2B, CD86, VAT1, SLC7A7, PIK3R5, MMP14, FKBP15, PTPRJ, SLC15A3, DAPK1, ADAMDEC1, HSD17B4, CORO1C, EHBP1L1, SASH3, BIN2, GLIPR1, FERMT3, SPI1, EPB41L3, CFI, LILRB2, MS4A4A, CYTH4, NOTCH2, ATP6AP1, LGALS9, IRF8, CD300E, ZBTB38, IL13RA1, CAPZA1, ADAM9, SOAT1, ABR, MT1E, SKP1, ADPGK, OGFRL1, IGSF6, FGD2, ATP5A1, TFEC, PLBD1, TBXAS1, CXCL10, MICAL1, GNB4, HK3, PADI2, FCGR3B, ME2, LILRB1, SLC43A2, TM9SF2, HLA-DRB6, CREBL2, ATG16L2, FBP1, FAM20A, MMP9, CD37, METRNL, NRCAM, EGFR, MTRNR2L12, MYD88, NAGA, GAS7, TRIM14, SSR1, GSTP1, C10orf54, GNPTAB, NFAM1, FOLR2, SLC6A6, S100A8, PLEKHO1, EFHD2, SLC25A37, 1-Mar, DPYD, SELPLG, NR1H3, APBB1IP, SNHG1, TLR7, GALC, LPXN, ARHGDIA, ADAP2, ALCAM, SORBS1, CSK, CEBPA, DBNL, NAIP, CASP1, FCGR1A, RPS6KA1, CYP1B1, RNASE6, CD300A, CLCN7, NCOR2, DENND4B, TLR1, TPCN1, SLC8A1, PPP1R18, MAOA, TLR8, ABHD12, ATP6V1A, MANBA, TMC6, ACP2, NCF4, GRK3, MINK1, RCSD1, IL18, VAV1, SLC5A12, GNG12, GLB1, NUDT3, OLFML2B, STX7, NBPF14, MR1, SCAMP2, TBC1D9B, CR1, LAT2, IL17RA, TGFB1, CSF2RB, TEP1, LILRB3, GPSM3, ZNF385A, DCAF7, PLA2G15, RAB10, APMAP, BTK, CAT, SLC17A4, ZFYVE26, GGTA1P, SLC11A2, VOPP1, FLII, TRPM2, P2RX7, SLC36A1, PPM1M, PILRA, GMIP, PTPN18, SLC31A2, OXR1, VPS13A, LILRB5, LINC01578, MS4A14, SNX6, USF2, RIN3, LST1, SGPL1, APOBR, RTN3, MBP, SNX2, MKNK1, GAL3ST4, NBPF19, SLC31A1, KPNB1, BMF, TYK2, CLEC10A, PAK1, NADK, GUSB, SIGLEC10, RCC2, ZDHHC7, KCNMA1, SPCS3, GPR65, FTLP3, INPPL1, KCNJ5, ATP6V0A1, PRKCD, GPR34, ARG2, PROM1, FXYD5, P2RY13, FAM20C, CES4A, ARHGAP27, WAS, RNPEPL1, DNAJC5, SLC7A8, LRRC25, METTL7A, RHOG, RFX5, TDRD3, ST8SIA4, SKAP2, C17orf62, GCC2, GIT2, STAT5A, PLEKHH2, TBC1D14, SEC22B, TMEM167A, GNPDA1, LY86, WDR81, TNFSF13B, MAF, HOOK1, LINC01272, AP2A2, FCGR1B, DOK2, CORO1B, DUSP3, ARPC4, SLC25A36, DNAH11, ADORA3, AMPD3, MAPK8IP3, DOK3, MTCO2P22, ARHGEF11, EVI2A, RGS10, SH3BP1, GLIPR2, PLXNA1, CHI3L1, HS3ST2, CLTA, CYB561A3, PPP1R9B, SNX1, ALDOB, TTC37, TDP2, HPS1, MAPKAPK3, FAM78A, UNC93B1, ARHGEF28, FAM105A, PNPLA6, CD163L1, IRF5, C15orf48, CX3CR1, U2SURP, RAB20, NECAP2, MAP7D2, STX6, GOLGA8N, UBA5, GPR137B, CFD, GTF2I, BASP1, SF3B2, FGFR2, WEE1, ADIPOR1, NBPF1, RERG, TBC1D2, ERP44, LACC1, PMAIP1, ME1, ANP32B, RUNX1, MOSPD2, ABI3BP, SLC48A1, SHKBP1, CD180, TNFRSF11B, FLVCR2, FAM3C, CLEC12A, SNX20, NCF1, CD33, ATRN, GAB3, ARF3, HBA2, SCIMP, MCOLN1, DOPEY2, CD72, MSI2, DDB1, TNRC18, PSTPIP2, HPSE, HYOU1, ATF6B, RNPEP, GRAMD4, RCBTB2, SLC46A1, KYNU, DAPP1, AP3D1, CYB5R4, SLC38A6, HMGA1, RAB8A, HPS5, COLEC12, ABI3, G6PD, HACD4, NLRC4, GGA1, SNX30, VNN2, GPR155, RAB32, DDIT3, IFFO1, SLC46A3, MFSD12, TTC7A, PTPRO, GAPT, SLC26A11, RHBDF2, CXCL12, IFNAR2, PSMD1, PAX8-AS1, TRPC4AP, OXA1L, PDE10A, CD300LF, BLOC1S2, SHTN1, ATG7, SIGLEC9, TRPV2, BDH2, NUP62, RNF135, HEATR3, ZNF710, SLC12A9, AP2S1, TMEM86A, POU2F2, NRBP2, IFIT3, B4GALNT1, SLC18B1, DLG5, ARPIN, WWC1, SEMA4A, PRKACA, TMEM106A, SECTM1, HBA1, EFTUD2, H6PD, SLC35F6, LINC00963, RMDN3, LILRA6, MTMR14, WBP1L, SP1, RASA3, REPS2, IL18BP, GPR107, HVCN1, IFT57, GNG5, TWF2, ZDHHC5, RRAGD, GCA, RFC1, IMPDH1, FCGR1CP, GIMAP2, KCNK3, CSF2RA, ECHDC1, PDXDC1, RGS19, UBXN2B, GTF2IP1, TLR6, RP11-848G14.5, MMD, RP11-34P13.13, NSF, HTRA4, PCYT1A, SIGLEC7, MILR1, NDFIP1"
"MEmagenta","MEmagenta","IGHG1, IGKC, IGLC2, CRP, IGLC3, RNF213, TFPI2, IGHG4, GBP5, CCL5, CD8A, OGT, CORO1A, CD69, ITGAL, MIAT, IGLV2-23, IGHGP, IGKV4-1, EVL, DCN, GZMA, TRIM22, TRBC2, SAMD9L, TRAC, IL2RG, IGKV3-11, NKG7, CD2, IKZF3, PTGER4, RAC2, CD3E, IGLV3-21, IL2RB, IGHV3-30, ITK, IKZF1, PRF1, CCR5, CD96, GZMB, IGLV1-40, PIK3CD, IFI44L, LCK, SLFN5, EMB, OAS3, ARHGAP45, TRBC1, JAK3, BTN3A1, APOBEC3G, APOL6, NUP210, TMC8, IFNG, ZAP70, TRAF3IP3, ARHGAP4, ACAP1, PARP9, PIM2, SLC16A6, MKI67, GZMH, CYFIP2, IL16, MYO1G, IGKV3-15, IGHV3-33, TIGIT, CD38, ARHGAP9, DENND2D, LAG3, 6-Sep, PSD4, DHRS7, RASAL3, CNN2, CLEC2D, IGLV1-51, DGKA, IGKV1D-33, IGKV1-33, SEMA4D, CD6, SLAMF6, AC003092.1, NLRC3, PTPN22, TBC1D10C, GVINP1, CTSW, IGHV3-15, CCDC88B, PDE7A, IGKV3D-11, TRAF5, TC2N, CDKN1B, LIMD2, CRABP1, PARP8, ABCA2, CNTRL, CCDC88C, CD8B, DGKZ, CST7, DEF6, PTPN7, CD3D, PPP6R1, 1-Sep, BTN3A3, SYNRG, SPATA13, STK17A, SPG11, CTLA4, ITGB7, UNC13D, MAP4K1, IGKV2D-28, UBA7, CD247, IGKV2-28, FGD3, TMX4, CASP8, RAB27A, ADAM8, IGHV1-3, IGHV4-59, TF, YARS, APCS, TCEA1, C4BPA, FAM102A, CD5, MYO7A, MZB1, TMPO, IGHV4-4, ABCA7, ICOS, DENND1C, ITGAE, LRBA, SH2D1A, FCRL3, SLFN12L, HSBP1, ORMDL3, PAEP, CDC25B, ICAM3, WHSC1, PSTPIP1, BUB3, ANKRD13D, CXCR6, TACC3, MCTP2, SP140, SLA2, GYG1, PYHIN1, THEMIS, VAMP1, CARD11, IGKV3D-15, ISG15, PCED1B-AS1, CD3G, GFI1, SF3B3, RHOH, HCST, SIRPG, IL13RA2, BCL11B, CEP250, IGKV3D-20, LTB, CD28, S100PBP, LMNB1, IPCEF1, ARHGAP15, SP140L, LINC00861, IGLV1-36, EOMES, ZBP1, SLAMF1, LRRC37A4P"
